# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Tue Apr  2 11:43:16 2019
#
# User preference: *
#
# CONSTRAINT:  where (pl_facility like '%K2%')
#
# COLUMN pl_hostname:    Host Name
# COLUMN pl_letter:      Planet Letter
# COLUMN pl_name:        Planet Name
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbpererr1:  Orbital Period Upper Unc. [days]
# COLUMN pl_orbpererr2:  Orbital Period Lower Unc. [days]
# COLUMN pl_orbperlim:   Orbital Period Limit Flag
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [AU])
# COLUMN pl_orbsmaxerr1: Orbit Semi-Major Axis Upper Unc. [AU]
# COLUMN pl_orbsmaxerr2: Orbit Semi-Major Axis Lower Unc. [AU]
# COLUMN pl_orbsmaxlim:  Orbit Semi-Major Axis Limit Flag
# COLUMN pl_orbeccen:    Eccentricity
# COLUMN pl_orbeccenerr1: Eccentricity Upper Unc.
# COLUMN pl_orbeccenerr2: Eccentricity Lower Unc.
# COLUMN pl_orbeccenlim: Eccentricity Limit Flag
# COLUMN pl_orbincl:     Inclination [deg]
# COLUMN pl_orbinclerr1: Inclination Upper Unc. [deg]
# COLUMN pl_orbinclerr2: Inclination Lower Unc. [deg]
# COLUMN pl_orbincllim:  Inclination Limit Flag
# COLUMN pl_bmassj:      Planet Mass or M*sin(i) [Jupiter mass]
# COLUMN pl_bmassjerr1:  Planet Mass or M*sin(i) Upper Unc. [Jupiter mass]
# COLUMN pl_bmassjerr2:  Planet Mass or M*sin(i) Lower Unc. [Jupiter mass]
# COLUMN pl_bmassjlim:   Planet Mass or M*sin(i) Limit Flag
# COLUMN pl_bmassprov:   Planet Mass or M*sin(i) Provenance
# COLUMN pl_radj:        Planet Radius [Jupiter radii]
# COLUMN pl_radjerr1:    Planet Radius Upper Unc. [Jupiter radii]
# COLUMN pl_radjerr2:    Planet Radius Lower Unc. [Jupiter radii]
# COLUMN pl_radjlim:     Planet Radius Limit Flag
# COLUMN pl_dens:        Planet Density [g/cm**3]
# COLUMN pl_denserr1:    Planet Density Upper Unc. [g/cm**3]
# COLUMN pl_denserr2:    Planet Density Lower Unc. [g/cm**3]
# COLUMN pl_denslim:     Planet Density Limit Flag
# COLUMN pl_ttvflag:     TTV Flag
# COLUMN ra_str:         RA [sexagesimal]
# COLUMN ra:             RA [decimal degrees]
# COLUMN dec_str:        Dec [sexagesimal]
# COLUMN dec:            Dec [decimal degrees]
# COLUMN st_dist:        Distance [pc]
# COLUMN st_disterr1:    Distance Upper Unc. [pc]
# COLUMN st_disterr2:    Distance Lower Unc. [pc]
# COLUMN st_distlim:     Distance Limit Flag
# COLUMN st_optmag:      Optical Magnitude [mag]
# COLUMN st_optmagerr:   Optical Magnitude Unc. [mag]
# COLUMN st_optmaglim:   Optical Magnitude Limit Flag
# COLUMN st_optband:     Optical Magnitude Band
# COLUMN gaia_gmag:      G-band (Gaia) [mag]
# COLUMN gaia_gmagerr:   G-band (Gaia) Unc. [mag]
# COLUMN gaia_gmaglim:   G-band (Gaia) Limit Flag
# COLUMN st_teff:        Effective Temperature [K]
# COLUMN st_tefferr1:    Effective Temperature Upper Unc. [K]
# COLUMN st_tefferr2:    Effective Temperature Lower Unc. [K]
# COLUMN st_tefflim:     Effective Temperature Limit Flag
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN st_masserr1:    Stellar Mass Upper Unc. [Solar mass]
# COLUMN st_masserr2:    Stellar Mass Lower Unc. [Solar mass]
# COLUMN st_masslim:     Stellar Mass Limit Flag
# COLUMN st_rad:         Stellar Radius [Solar radii]
# COLUMN st_raderr1:     Stellar Radius Upper Unc. [Solar radii]
# COLUMN st_raderr2:     Stellar Radius Lower Unc. [Solar radii]
# COLUMN st_radlim:      Stellar Radius Limit Flag
# COLUMN pl_tranmid:     Transit Midpoint [days]
# COLUMN pl_tranmiderr1: Transit Midpoint Upper Unc. [days]
# COLUMN pl_tranmiderr2: Transit Midpoint Lower Unc. [days]
# COLUMN pl_tranmidlim:  Transit Midpoint Limit Flag
# COLUMN pl_facility:    Discovery Facility
# COLUMN st_logg:        Stellar Surface Gravity [log10(cm/s**2)]
# COLUMN st_loggerr1:    Stellar Surface Gravity Upper Unc. [log10(cm/s**2)]
# COLUMN st_loggerr2:    Stellar Surface Gravity Lower Unc. [log10(cm/s**2)]
# COLUMN st_logglim:     Stellar Surface Gravity Limit Flag
# COLUMN st_lum:         Stellar Luminosity [log(Solar)]
# COLUMN st_lumerr1:     Stellar Luminosity Upper Unc. [log(Solar)]
# COLUMN st_lumerr2:     Stellar Luminosity Lower Unc. [log(Solar)]
# COLUMN st_lumlim:      Stellar Luminosity Limit Flag
#
pl_hostname,pl_letter,pl_name,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_orbincl,pl_orbinclerr1,pl_orbinclerr2,pl_orbincllim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_dens,pl_denserr1,pl_denserr2,pl_denslim,pl_ttvflag,ra_str,ra,dec_str,dec,st_dist,st_disterr1,st_disterr2,st_distlim,st_optmag,st_optmagerr,st_optmaglim,st_optband,gaia_gmag,gaia_gmagerr,gaia_gmaglim,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_mass,st_masserr1,st_masserr2,st_masslim,st_rad,st_raderr1,st_raderr2,st_radlim,pl_tranmid,pl_tranmiderr1,pl_tranmiderr2,pl_tranmidlim,pl_facility,st_logg,st_loggerr1,st_loggerr2,st_logglim,st_lum,st_lumerr1,st_lumerr2,st_lumlim
K2-45,b,K2-45 b,1.72926840,0.00000690,-0.00000690,0,0.022400,0.001200,-0.001200,0,,,,,,,,,,,,,,0.599,0.000,0.000,0,,,,,0,11h18m31.89s,169.632874,-01d46m26.9s,-1.774130,502.34,10.77,-10.77,0,15.780,0.010,0,V (Johnson),15.344,,0,4103.00,90.00,-90.00,0,0.50,0.08,-0.08,0,0.45,0.07,-0.07,0,2456809.526040,0.000180,-0.000180,0,K2,4.82,0.07,-0.07,0,,,,
K2-46,b,K2-46 b,19.15410000,0.00410000,-0.00410000,0,0.138210,0.000960,-0.000960,0,,,,,,,,,,,,,,0.183,0.021,-0.021,0,,,,,0,11h37m03.92s,174.266342,-00d54m26.1s,-0.907261,454.93,10.61,-10.61,0,12.029,0.020,0,V (Johnson),11.915,,0,6256.00,37.00,-37.00,0,0.96,0.02,-0.02,0,1.29,0.12,-0.12,0,2456815.335300,0.008200,-0.008200,0,K2,4.20,0.07,-0.07,0,,,,
K2-47,b,K2-47 b,31.63720000,0.00880000,-0.00880000,0,0.177900,0.001600,-0.001600,0,,,,,,,,,,,,,,0.169,0.023,-0.023,0,,,,,0,11h14m19.82s,168.582596,+02d46m50.6s,2.780711,353.38,5.34,-5.34,0,14.085,0.110,0,V (Johnson),13.740,,0,5054.00,82.00,-82.00,0,0.75,0.02,-0.02,0,0.76,0.03,-0.03,0,2456825.703000,0.014000,-0.014000,0,K2,4.54,0.04,-0.04,0,,,,
K2-48,b,K2-48 b,20.50650000,0.00350000,-0.00350000,0,0.134400,0.001200,-0.001200,0,,,,,,,,,,,,,,0.200,0.021,-0.021,0,,,,,0,11h44m29.65s,176.123550,+03d16m20.7s,3.272425,316.61,2.89,-2.89,0,14.277,0.030,0,V (Johnson),13.968,,0,4899.00,78.00,-78.00,0,0.77,0.02,-0.02,0,0.73,0.02,-0.02,0,2456817.485900,0.007000,-0.007000,0,K2,4.60,0.03,-0.03,0,,,,
K2-49,b,K2-49 b,2.77065000,0.00015000,-0.00015000,0,0.030900,0.002900,-0.002900,0,,,,,,,,,,,,,,0.172,0.047,-0.047,0,,,,,0,11h49m16.85s,177.320206,+03d28m32.0s,3.475569,463.06,10.19,-10.19,0,15.668,0.080,0,V (Johnson),15.244,,0,4175.00,97.00,-97.00,0,0.51,0.14,-0.14,0,0.45,0.12,-0.12,0,2456810.020300,0.002600,-0.002600,0,K2,4.81,0.11,-0.11,0,,,,
K2-5,b,K2-5 b,5.73594000,0.00064000,-0.00064000,0,0.053200,0.003800,-0.003800,0,,,,,87.350,1.880,-3.370,0,,,,,,0.170,0.039,-0.039,0,,,,,0,11h17m12.84s,169.303497,-01d52m40.7s,-1.877976,204.12,1.66,-1.66,0,14.910,0.030,0,V (Johnson),14.339,,0,3930.00,375.00,-375.00,0,0.61,0.13,-0.13,0,0.57,0.12,-0.12,0,2456808.860000,0.004800,-0.004800,0,K2,4.71,0.21,-0.21,0,,,,
K2-5,c,K2-5 c,10.93241000,0.00134000,-0.00134000,0,0.081800,0.005900,-0.005900,0,,,,,86.950,2.470,-2.470,0,,,,,,0.202,0.055,-0.055,0,,,,,0,11h17m12.84s,169.303497,-01d52m40.7s,-1.877976,204.12,1.66,-1.66,0,14.910,0.030,0,V (Johnson),14.339,,0,3930.00,375.00,-375.00,0,0.61,0.13,-0.13,0,0.57,0.12,-0.12,0,2456814.601000,0.005200,-0.005200,0,K2,4.71,0.21,-0.21,0,,,,
K2-50,b,K2-50 b,8.75290000,0.00130000,-0.00130000,0,0.070500,0.002200,-0.002200,0,,,,,,,,,,,,,,0.142,0.021,-0.021,0,,,,,0,11h17m56.07s,169.483627,+05d59m18.2s,5.988378,259.33,3.26,-3.26,0,14.717,0.050,0,V (Johnson),14.258,,0,4326.00,128.00,-128.00,0,0.61,0.06,-0.06,0,0.55,0.05,-0.05,0,2456810.331100,0.007400,-0.007400,0,K2,4.74,0.05,-0.05,0,,,,
K2-52,b,K2-52 b,3.53505500,0.00001700,-0.00001600,0,0.054000,0.002000,-0.002000,0,,,,0,86.460,2.040,-1.910,0,,,,0,,1.606,0.196,-0.196,0,,,,0,0,16h26m26.74s,246.611420,-24d58m11.8s,-24.969948,1041.70,132.70,-104.10,0,15.037,,0,Kepler-band,15.255,,0,7147.00,483.00,-506.00,0,1.69,0.16,-0.14,0,2.19,0.28,-0.23,0,2456896.026180,0.001080,-0.001110,0,K2,3.98,0.09,-0.09,0,,,,0
K2-53,b,K2-53 b,12.20772000,0.00012300,-0.00011300,0,0.098000,0.001000,-0.001000,0,,,,0,89.320,0.220,-0.160,0,,,,0,,0.232,0.009,-0.009,0,,,,0,0,16h16m34.04s,244.141815,-20d24m01.9s,-20.400534,139.10,2.20,-2.00,0,11.888,,0,Kepler-band,12.148,,0,5263.00,88.00,-86.00,0,0.85,0.03,-0.04,0,0.81,0.02,-0.01,0,2456896.385820,0.001890,-0.001860,0,K2,4.55,0.02,-0.03,0,,,,0
K2-54,b,K2-54 b,9.78430000,0.00140000,-0.00140000,0,0.067100,0.003700,-0.003700,0,,,,,,,,,,,,,,0.103,0.017,-0.017,0,,,,,0,22h32m13.01s,338.054199,-17d32m38.4s,-17.543995,175.84,1.02,-1.02,0,14.042,0.010,0,V (Johnson),13.945,,0,3798.00,113.00,-113.00,0,0.42,0.07,-0.07,0,0.38,0.05,-0.05,0,2456982.936000,0.005300,-0.005300,0,K2,4.89,0.06,-0.06,0,,,,
K2-55,b,K2-55 b,2.84925800,0.00003300,-0.00003300,0,0.034860,0.000780,-0.000780,0,,,,,,,,,,,,,,0.341,0.029,-0.029,0,,,,,0,22h15m00.46s,333.751923,-17d15m02.5s,-17.250708,160.26,0.73,-0.73,0,13.546,0.020,0,V (Johnson),13.062,,0,4456.00,148.00,-148.00,0,0.70,0.05,-0.05,0,0.63,0.05,-0.05,0,2456983.422980,0.000400,-0.000400,0,K2,4.67,0.05,-0.05,0,,,,
K2-57,b,K2-57 b,9.00630000,0.00130000,-0.00130000,0,0.074600,0.002000,-0.002000,0,,,,,,,,,,,,,,0.187,0.022,-0.022,0,,,,,0,22h50m46.01s,342.691711,-14d04m11.6s,-14.069886,266.23,2.06,-2.06,0,14.501,0.050,0,V (Johnson),14.104,,0,4434.00,61.00,-61.00,0,0.68,0.06,-0.06,0,0.62,0.05,-0.05,0,2456984.336000,0.004800,-0.004800,0,K2,4.68,0.05,-0.05,0,,,,
K2-58,b,K2-58 b,7.05254000,0.00032000,-0.00032000,0,0.069200,0.002100,-0.002100,0,,,,,,,,,,,,,,0.239,0.033,-0.033,0,,,,,0,22h15m17.23s,333.821808,-14d02m59.3s,-14.049808,182.69,1.43,-1.43,0,12.378,0.030,0,V (Johnson),12.132,,0,5413.00,255.00,-255.00,0,0.89,0.08,-0.08,0,0.86,0.10,-0.10,0,2456986.976300,0.001500,-0.001500,0,K2,4.52,0.07,-0.07,0,,,,
K2-58,c,K2-58 c,2.53726000,0.00017000,-0.00017000,0,0.035000,0.001100,-0.001100,0,,,,,,,,,,,,,,0.145,0.021,-0.021,0,,,,,0,22h15m17.23s,333.821808,-14d02m59.3s,-14.049808,182.69,1.43,-1.43,0,12.378,0.030,0,V (Johnson),12.132,,0,5413.00,255.00,-255.00,0,0.89,0.08,-0.08,0,0.86,0.10,-0.10,0,2456982.120000,0.002300,-0.002300,0,K2,4.52,0.07,-0.07,0,,,,
K2-58,d,K2-58 d,22.88270000,0.00400000,-0.00400000,0,0.151700,0.004600,-0.004600,0,,,,,,,,,,,,,,0.153,0.022,-0.022,0,,,,,0,22h15m17.23s,333.821808,-14d02m59.3s,-14.049808,182.69,1.43,-1.43,0,12.378,0.030,0,V (Johnson),12.132,,0,5413.00,255.00,-255.00,0,0.89,0.08,-0.08,0,0.86,0.10,-0.10,0,2456998.070300,0.005200,-0.005200,0,K2,4.52,0.07,-0.07,0,,,,
K2-59,b,K2-59 b,20.69210000,0.00330000,-0.00330000,0,0.135400,0.004300,-0.004300,0,,,,,,,,,,,,,,0.215,0.028,-0.028,0,,,,,0,22h35m46.16s,338.942352,-14d01m39.9s,-14.027745,314.09,3.54,-3.54,0,14.226,0.030,0,V (Johnson),13.939,,0,5055.00,93.00,-93.00,0,0.77,0.07,-0.07,0,0.73,0.07,-0.07,0,2456987.060300,0.004300,-0.004300,0,K2,4.59,0.05,-0.05,0,,,,
K2-59,c,K2-59 c,11.29540000,0.00100000,-0.00100000,0,0.090500,0.002800,-0.002800,0,,,,,,,,,,,,,,0.205,0.026,-0.026,0,,,,,0,22h35m46.16s,338.942352,-14d01m39.9s,-14.027745,314.09,3.54,-3.54,0,14.226,0.030,0,V (Johnson),13.939,,0,5055.00,93.00,-93.00,0,0.77,0.07,-0.07,0,0.73,0.07,-0.07,0,2456986.709500,0.002900,-0.002900,0,K2,4.59,0.05,-0.05,0,,,,
K2-6,b,K2-6 b,30.94191000,0.00467000,-0.00467000,0,0.189800,0.005600,-0.005600,0,,,,,,,,,,,,,,0.223,0.079,-0.079,0,,,,,0,11h52m46.14s,178.192261,-01d11m54.5s,-1.198477,319.59,6.39,-6.39,0,12.654,0.040,0,V (Johnson),12.502,,0,5850.00,79.00,-98.00,0,0.97,0.07,-0.07,0,0.96,0.14,-0.09,0,2456827.501400,0.009000,-0.009000,0,K2,,,,,,,,
K2-60,b,K2-60 b,3.00265000,0.00004000,-0.00004000,0,0.045000,0.003000,-0.003000,0,0.000000,,,0,88.490,0.960,-0.960,0,0.42600,0.03700,-0.03700,0,Mass,0.683,0.037,-0.037,0,1.70000,0.30000,-0.30000,0,0,22h34m25.48s,338.606171,-13d43m54.1s,-13.731702,498.70,11.44,-11.44,0,12.789,0.020,0,V (Johnson),12.611,,0,5500.00,100.00,-100.00,0,0.97,0.07,-0.07,0,1.12,0.05,-0.05,0,2456928.059300,0.000700,-0.000700,0,K2,4.07,0.11,-0.11,0,,,,
K2-61,b,K2-61 b,2.57302000,0.00020000,-0.00020000,0,0.039200,0.002400,-0.002400,0,,,,,,,,,,,,,,0.221,0.070,-0.070,0,,,,,0,22h38m41.94s,339.674744,-13d33m36.1s,-13.560024,410.35,8.37,-8.37,0,12.991,0.020,0,V (Johnson),12.858,,0,6293.00,338.00,-338.00,0,1.21,0.22,-0.22,0,1.36,0.41,-0.41,0,2456983.219600,0.002700,-0.002700,0,K2,4.25,0.20,-0.20,0,,,,
K2-62,b,K2-62 b,6.67202000,0.00028000,-0.00028000,0,0.063600,0.001400,-0.001400,0,,,,,,,,,,,,,,0.191,0.019,-0.019,0,,,,,0,22h17m27.40s,334.364166,-12d11m15.0s,-12.187498,112.83,0.49,-0.49,0,12.397,0.040,0,V (Johnson),12.043,,0,4880.00,216.00,-216.00,0,0.77,0.05,-0.05,0,0.73,0.05,-0.05,0,2456982.684300,0.001600,-0.001600,0,K2,4.60,0.04,-0.04,0,,,,
K2-62,c,K2-62 c,16.19660000,0.00120000,-0.00120000,0,0.114800,0.002500,-0.002500,0,,,,,,,,,,,,,,0.191,0.020,-0.020,0,,,,,0,22h17m27.40s,334.364166,-12d11m15.0s,-12.187498,112.83,0.49,-0.49,0,12.397,0.040,0,V (Johnson),12.043,,0,4880.00,216.00,-216.00,0,0.77,0.05,-0.05,0,0.73,0.05,-0.05,0,2456991.544200,0.002400,-0.002400,0,K2,4.60,0.04,-0.04,0,,,,
K2-63,b,K2-63 b,20.25700000,0.00720000,-0.00720000,0,0.162700,0.009700,-0.009700,0,,,,,,,,,,,,,,0.287,0.088,-0.088,0,,,,,0,22h13m42.40s,333.426666,-12d03m58.9s,-12.066374,524.41,21.79,-21.79,0,12.876,0.020,0,V (Johnson),12.727,,0,6771.00,303.00,-303.00,0,1.40,0.25,-0.25,0,1.63,0.48,-0.48,0,2456989.592900,0.009900,-0.009900,0,K2,4.15,0.19,-0.19,0,,,,
K2-64,b,K2-64 b,6.53044000,0.00067000,-0.00067000,0,0.061900,0.001900,-0.001900,0,,,,,,,,,,,,,,0.185,0.023,-0.023,0,,,,,0,22h09m39.27s,332.413605,-11d25m43.5s,-11.428742,506.87,12.91,-12.91,0,14.086,0.010,0,V (Johnson),13.915,,0,5312.00,82.00,-82.00,0,0.74,0.07,-0.07,0,0.73,0.08,-0.08,0,2456986.191800,0.003300,-0.003300,0,K2,4.58,0.05,-0.05,0,,,,
K2-65,b,K2-65 b,12.64750000,0.00130000,-0.00130000,0,0.101400,0.003900,-0.003900,0,,,,,,,,,,,,,,0.141,0.034,-0.034,0,,,,,0,22h12m50.82s,333.211761,-10d55m31.4s,-10.925379,78.06,11.17,-15.66,0,10.801,0.084,0,V (Johnson),,,,5213.00,336.00,-336.00,0,0.87,0.10,-0.10,0,0.84,0.12,-0.12,0,2456986.330300,0.003100,-0.003100,0,K2,4.53,0.08,-0.08,0,,,,
K2-66,b,K2-66 b,5.06963000,0.00081000,-0.00081000,0,0.059830,0.000720,-0.000720,0,,,,0,86.600,2.400,-4.400,0,0.06702,0.01133,-0.01133,0,Mass,0.222,0.030,-0.021,0,7.80000,2.70000,-2.70000,0,0,22h06m06.41s,331.526703,-10d42m41.6s,-10.711549,520.43,23.47,-23.47,0,11.710,0.186,0,V (Johnson),11.996,,0,5887.00,46.00,-46.00,0,1.11,0.04,-0.04,0,1.67,0.12,-0.12,0,,,,0,K2,4.03,0.05,-0.05,0,,,,0
K2-68,b,K2-68 b,8.05428000,0.00082000,-0.00082000,0,0.070800,0.003100,-0.003100,0,,,,,,,,,,,,,,0.141,0.021,-0.021,0,,,,,0,22h16m04.75s,334.019775,-10d34m02.3s,-10.567318,169.47,1.25,-1.25,0,12.977,0.050,0,V (Johnson),12.657,,0,4746.00,96.00,-96.00,0,0.73,0.10,-0.10,0,0.68,0.09,-0.09,0,2456982.328100,0.003800,-0.003800,0,K2,4.63,0.06,-0.06,0,,,,
K2-69,b,K2-69 b,7.06599000,0.00050000,-0.00050000,0,0.059100,0.002500,-0.002500,0,,,,,,,,,,,,,,0.207,0.032,-0.032,0,,,,,0,22h23m02.29s,335.759552,-10d29m18.9s,-10.488580,181.63,1.57,-1.57,0,14.807,,0,Kepler-band,15.057,,0,4127.00,190.00,-190.00,0,0.55,0.07,-0.07,0,0.49,0.07,-0.07,0,2456982.782500,0.002300,-0.002300,0,K2,4.79,0.06,-0.06,0,,,,
K2-7,b,K2-7 b,28.67992000,0.00947000,-0.00947000,0,0.181400,0.004300,-0.004300,0,,,,,,,,,,,,,,0.238,0.050,-0.050,0,,,,,0,11h08m22.50s,167.093765,-01d03m56.7s,-1.065755,754.64,15.99,-15.99,0,13.213,0.030,0,V (Johnson),13.057,,0,5772.00,72.00,-91.00,0,0.97,0.06,-0.06,0,0.96,0.17,-0.08,0,2456824.615500,0.014900,-0.014900,0,K2,,,,,,,,
K2-70,b,K2-70 b,13.97896000,0.00095000,-0.00095000,0,0.111200,0.004000,-0.004000,0,,,,,,,,,,,,,,0.258,0.042,-0.042,0,,,,,0,22h33m54.19s,338.475800,-10d05m05.8s,-10.084946,234.47,3.48,-3.48,0,12.989,0.030,0,V (Johnson),12.778,,0,5622.00,268.00,-268.00,0,0.94,0.10,-0.10,0,0.93,0.14,-0.14,0,2456984.443500,0.002100,-0.002100,0,K2,4.48,0.10,-0.10,0,,,,
K2-71,b,K2-71 b,6.98541000,0.00075000,-0.00075000,0,0.055900,0.002500,-0.002500,0,,,,,,,,,,,,,,0.192,0.029,-0.029,0,,,,,0,22h46m53.86s,341.724426,-09d52m53.8s,-9.881619,153.86,1.22,-1.22,0,14.875,,0,Kepler-band,15.189,,0,4006.00,133.00,-133.00,0,0.48,0.06,-0.06,0,0.43,0.05,-0.05,0,2456987.378500,0.003100,-0.003100,0,K2,4.85,0.06,-0.06,0,,,,
K2-72,b,K2-72 b,5.57721200,0.00041700,-0.00041900,0,0.040000,0.004000,-0.005000,0,0.110000,0.196982,-0.087659,0,89.150,0.590,-0.860,0,,,,0,,0.096,0.010,-0.010,0,,,,0,0,22h18m29.27s,334.621979,-09d36m44.6s,-9.612382,66.56,0.20,-0.20,0,15.309,0.050,0,V (Johnson),14.279,,0,3360.47,87.24,-86.34,0,0.27,0.08,-0.09,0,0.33,0.03,-0.03,0,2457010.376000,0.002000,-0.002000,0,K2,,,,0,,,,0
K2-72,c,K2-72 c,15.18903400,0.00312800,-0.00314900,0,0.078000,0.007000,-0.010000,0,0.110000,0.201970,-0.091536,0,89.540,0.320,-0.440,0,,,,0,,0.103,0.012,-0.012,0,,,,0,0,22h18m29.27s,334.621979,-09d36m44.6s,-9.612382,66.56,0.20,-0.20,0,15.309,0.050,0,V (Johnson),14.279,,0,3360.47,87.24,-86.34,0,0.27,0.08,-0.09,0,0.33,0.03,-0.03,0,2456989.465000,0.005000,-0.005000,0,K2,,,,0,,,,0
K2-72,d,K2-72 d,7.76017800,0.00149600,-0.00149600,0,0.050000,0.004000,-0.006000,0,0.110000,0.207832,-0.092330,0,89.260,0.500,-0.690,0,,,,0,,0.090,0.011,-0.011,0,,,,0,0,22h18m29.27s,334.621979,-09d36m44.6s,-9.612382,66.56,0.20,-0.20,0,15.309,0.050,0,V (Johnson),14.279,,0,3360.47,87.24,-86.34,0,0.27,0.08,-0.09,0,0.33,0.03,-0.03,0,2456984.788000,0.008000,-0.007000,0,K2,,,,0,,,,0
K2-72,e,K2-72 e,24.15886800,0.00372600,-0.00385000,0,0.106000,0.009000,-0.013000,0,0.110000,0.198676,-0.086832,0,89.680,0.220,-0.320,0,,,,0,,0.115,0.012,-0.012,0,,,,0,0,22h18m29.27s,334.621979,-09d36m44.6s,-9.612382,66.56,0.20,-0.20,0,15.309,0.050,0,V (Johnson),14.279,,0,3360.47,87.24,-86.34,0,0.27,0.08,-0.09,0,0.33,0.03,-0.03,0,2456987.054000,0.005000,-0.005000,0,K2,,,,0,,,,0
K2-73,b,K2-73 b,7.49543000,0.00059000,-0.00059000,0,0.076190,0.000720,-0.000720,0,,,,,,,,,,,,,,0.219,0.019,-0.019,0,,,,,0,22h20m06.12s,335.025482,-09d03m21.9s,-9.056093,271.27,2.54,-2.54,0,11.345,0.146,0,V (Johnson),11.715,,0,5922.00,76.00,-76.00,0,1.05,0.03,-0.03,0,1.06,0.07,-0.07,0,2456987.674100,0.002300,-0.002300,0,K2,4.41,0.06,-0.06,0,,,,
K2-74,b,K2-74 b,19.56660000,0.00330000,-0.00330000,0,0.140200,0.001500,-0.001500,0,,,,,,,,,,,,,,0.206,0.017,-0.017,0,,,,,0,22h39m40.64s,339.919342,-08d42m52.2s,-8.714505,381.85,6.78,-6.78,0,12.588,0.031,0,V (Johnson),12.436,,0,6060.00,86.00,-86.00,0,0.96,0.03,-0.03,0,0.98,0.06,-0.06,0,2456997.999200,0.004500,-0.004500,0,K2,4.44,0.06,-0.06,0,,,,
K2-75,b,K2-75 b,7.81420000,0.00210000,-0.00210000,0,0.081000,0.001400,-0.001400,0,,,,,,,,,,,,,,0.238,0.029,-0.029,0,,,,,0,22h35m22.76s,338.844849,-07d28m11.5s,-7.469853,570.86,15.34,-15.34,0,12.701,0.031,0,V (Johnson),12.589,,0,5995.00,94.00,-94.00,0,1.16,0.06,-0.06,0,1.56,0.15,-0.15,0,2456983.451000,0.010000,-0.010000,0,K2,4.12,0.07,-0.07,0,,,,
K2-75,c,K2-75 c,18.31100000,0.01400000,-0.01400000,0,0.142900,0.002500,-0.002500,0,,,,,,,,,,,,,,0.247,0.034,-0.034,0,,,,,0,22h35m22.76s,338.844849,-07d28m11.5s,-7.469853,570.86,15.34,-15.34,0,12.701,0.031,0,V (Johnson),12.589,,0,5995.00,94.00,-94.00,0,1.16,0.06,-0.06,0,1.56,0.15,-0.15,0,2456992.715000,0.027000,-0.027000,0,K2,4.12,0.07,-0.07,0,,,,
K2-77,b,K2-77 b,8.19979600,0.00068300,-0.00071900,0,,,,,0.140000,0.220000,-0.090000,0,88.700,0.800,-0.800,0,1.90000,,,1,Mass,0.205,0.014,-0.014,0,,,,,0,03h40m54.82s,55.228428,+12d34m21.4s,12.572612,142.31,0.87,-0.87,0,12.158,0.093,0,V (Johnson),11.920,,0,4970.00,45.00,-45.00,0,0.80,0.12,-0.12,0,0.76,0.03,-0.03,0,2457070.805960,0.001900,-0.001790,0,K2,4.47,0.13,-0.13,0,-0.500,0.034,-0.037,0
K2-79,b,K2-79 b,10.99573000,0.00070000,-0.00070000,0,0.098700,0.001200,-0.001200,0,,,,,,,,,,,,,,0.329,0.035,-0.035,0,,,,,0,03h41m01.42s,55.255905,+13d31m09.7s,13.519372,257.90,2.34,-2.34,0,12.075,0.060,0,V (Johnson),11.803,,0,5926.00,86.00,-86.00,0,1.06,0.04,-0.04,0,1.28,0.12,-0.12,0,2457070.241000,0.002300,-0.002300,0,K2,4.25,0.07,-0.07,0,,,,
K2-8,b,K2-8 b,10.35239000,0.00086000,-0.00086000,0,0.085600,0.001400,-0.001400,0,,,,,86.420,2.560,-1.370,0,,,,,,0.319,0.063,-0.063,0,,,,,0,11h19m10.48s,169.793671,-00d17m03.8s,-0.284375,407.93,11.83,-11.83,0,14.610,0.030,0,V (Johnson),14.336,,0,4870.00,60.00,-60.00,0,0.78,0.04,-0.04,0,0.74,0.04,-0.04,0,2456813.611400,0.003000,-0.003000,0,K2,4.52,0.10,-0.10,0,,,,
K2-8,c,K2-8 c,5.06416000,0.00041000,-0.00041000,0,0.053200,0.000900,-0.000900,0,,,,,86.700,2.480,-2.480,0,,,,,,0.215,0.029,-0.029,0,,,,,0,11h19m10.48s,169.793671,-00d17m03.8s,-0.284375,407.93,11.83,-11.83,0,14.610,0.030,0,V (Johnson),14.336,,0,4870.00,60.00,-60.00,0,0.78,0.04,-0.04,0,0.74,0.04,-0.04,0,2456813.070700,0.003300,-0.003300,0,K2,4.52,0.10,-0.10,0,,,,
